"","Tree","Model","Cladogenesis","Extinction","Carrying_capacity","Colonisation","Anagenesis","Likelihood"
"96",32,3,0.0591659203242748,0.0169122921252929,Inf,0.00494032611017775,0.257646202942277,-1090.94914289105
"97",33,1,0.0722249623186493,1.10836390800508e-06,524.25837209632,0.000346737598351881,8.59782127990262e-08,-1075.46638090441
"98",33,2,0.0722249623186493,1.10836390800508e-06,524.25837209632,0.000346737598351881,8.59782127990262e-08,-1075.46638090433
"99",33,3,0.0722249623186493,1.10836390800508e-06,524.25837209632,0.000346737598351881,8.59782127990262e-08,-1075.4663809044
"100",34,1,0.0763064290168519,2.10138256271501e-07,348.385697356752,0.00034490378024759,3.06467936126425e-05,-1104.04214747817
"101",34,2,0.0761149020816422,9.25501774660308e-08,348.520551920987,0.000342146944561101,2.25243826416545e-07,-1104.03950238121
"102",34,3,0.0761149020816422,9.25501774660308e-08,348.520551920987,0.000342146944561101,2.25243826416545e-07,-1104.0395023812
"103",35,1,0.042327605585252,1.14325312803251e-07,2996.49098720191,0.00378107207803779,0.197819133558178,-1130.95348742442
"104",35,2,0.042303929727021,4.271265693961e-07,3073.06230639312,0.00379881587715986,0.1977207158075,-1130.95305453469
"105",35,3,0.0422979861232176,2.747868377998e-08,3057.57175382074,0.00379236298932877,0.197731143472154,-1130.95295803019
"106",36,1,0.0651229386135292,4.15036976846139e-06,456.579695273045,0.000342323682480247,1.91110247346466e-05,-1111.88780900431
"107",36,2,0.0650891488166891,1.22066653298863e-06,456.579695273045,0.000342323682480247,1.91110247346466e-05,-1111.88672013023
"108",36,3,0.0650891488166891,1.22066653298863e-06,456.579695273045,0.000342323682480247,1.91110247346466e-05,-1111.88672013023
"109",37,1,0.0846052677817957,0.128710098963845,Inf,0.104995999502421,0.83380982853709,-809.492033424413
"110",37,2,0.0851731875201103,0.129433999683275,Inf,0.105358422138357,0.834500824803527,-809.488570731128
"111",37,3,0.0852605946227524,0.129501272774651,Inf,0.105358995841477,0.83475373438533,-809.488526884704
"112",38,1,0.0700507171547654,2.04894144722507e-06,464.416970101372,0.000338342875436077,6.27650214319053e-05,-1093.04296793229
"113",38,2,0.0700507171547654,2.04894144722507e-06,464.416970101372,0.000338342875436077,6.27650214319053e-05,-1093.0429679323
"114",38,3,0.0700507171547654,2.04894144722507e-06,464.416970101372,0.000338342875436077,6.27650214319053e-05,-1093.04296793223
"115",39,1,0.0796807779424432,0.12281181551505,Inf,0.102268556985858,0.673976488351305,-809.87962608636
"116",39,2,0.0802034916460394,0.123440589688888,Inf,0.102606626118787,0.67467233237126,-809.876416953545
"117",39,3,0.0802581900211366,0.123549063492378,Inf,0.10267167029261,0.67494143290589,-809.87621906316
"118",40,1,0.0759765891834637,4.70658136876569e-07,429.82636683076,0.000341008624578466,7.33807072498371e-06,-1080.25761639745
"119",40,2,0.0759765891834637,4.70658136876569e-07,429.82636683076,0.000341008624578465,7.33807072498371e-06,-1080.25761639744
"120",40,3,0.0759765891834637,4.70658136876569e-07,429.82636683076,0.000341008624578465,7.33807072498371e-06,-1080.25761639743
"121",41,1,0.0765684794278655,3.18539062675307e-05,471.638820780918,0.000342684087798492,5.87650937554465e-06,-1068.79625338407
"122",41,2,0.0765613878169253,1.12169171482228e-06,471.638820780918,0.000342684087798492,5.87650937554465e-06,-1068.78672828827
"123",41,3,0.0765613878169253,1.12169171482228e-06,471.638820780918,0.000342684087798492,5.87650937554465e-06,-1068.78672828824
"124",42,1,0.0714458549828046,7.89943716245723e-08,379.188331162457,0.000338508971666743,2.57593469568401e-08,-1110.68498124009
"125",42,2,0.0714458549828046,7.89943716245723e-08,379.752428765729,0.000342957600996759,3.57060087278224e-06,-1110.68422057166
"126",42,3,0.0714458549828046,7.89943716245723e-08,379.752428765729,0.000342957600996759,3.57060087278224e-06,-1110.68422057167
"127",43,1,0.0569950284816432,0.0131471392149338,2065190.54564461,0.00468555245081914,0.244778407014024,-1089.81578888295
"128",43,2,0.0565190545135952,0.01192875830354,Inf,0.00456368870085524,0.244814235663405,-1089.80890064893
"129",43,3,0.0564901684268403,0.0118895098330931,Inf,0.00456368870085524,0.244814235663405,-1089.80884567467
"130",44,1,0.0834490244457379,4.52797891271708e-07,391.530476362964,0.000345527357729177,1.12019316126247e-06,-1066.19749508308
"131",44,2,0.0834490244457379,4.52797891271708e-07,391.530476362964,0.000345527357729177,1.12019316126247e-06,-1066.19749508309
"132",44,3,0.0834490244457379,4.52797891271708e-07,391.530476362964,0.000345527357729178,1.12019316126247e-06,-1066.19749508307
"133",45,1,0.0722629326491669,2.32921033720483e-06,385.368851975147,0.000338223183951926,7.89371602702005e-07,-1102.77512018128
"134",45,2,0.0720092187117913,2.20760062336372e-08,386.39763582176,0.000341418150245221,1.4805213641841e-05,-1102.77126645306
"135",45,3,0.0717334178959575,6.29407109509824e-08,388.403870222258,0.000343832231009557,5.96679402469775e-06,-1102.76940282919
"136",46,1,0.0877378649570753,8.54722946551548e-06,494.777862755884,0.00033187790226641,1.18204870013051e-06,-1030.97762802209
"137",46,2,0.0858934235918315,3.17607274841443e-06,514.36984013906,0.000342591142880274,2.11016152956481e-06,-1030.91536611527
"138",46,3,0.0858583031280574,2.46375221709099e-07,517.120214590896,0.000349766817810358,3.59137617834282e-06,-1030.91372047695
"139",47,1,0.0610287602300944,5.23963233530148e-07,539.735827590385,0.000344831058069528,1.48697675759343e-05,-1115.38696869184
"140",47,2,0.0610287602300944,5.23963233530148e-07,539.735827590385,0.000344831058069528,1.48697675759343e-05,-1115.38696869178
"141",47,3,0.0610287602300944,5.23963233530148e-07,539.735827590385,0.000344831058069528,1.48697675759343e-05,-1115.38696869171
"142",48,1,0.0716732657086008,4.29574302992876e-06,441.102756616288,0.000342691351825796,2.98525120220066e-05,-1085.33123910365
"143",48,2,0.0715411598865577,1.02772772250163e-08,441.102756616288,0.000342691351825796,4.46101577670757e-06,-1085.32761827484
"144",48,3,0.0715411598865577,1.02772772250163e-08,441.102756616288,0.000342691351825796,4.46101577670757e-06,-1085.32761827485
"145",49,1,0.0625026594606924,6.05941758152032e-07,549.759543335077,0.000339097620352443,4.15945953048229e-08,-1109.9710707731
"146",49,2,0.0625026594606924,6.05941758152032e-07,549.759543335077,0.000339097620352443,4.15945953048229e-08,-1109.97107077301
"147",49,3,0.0625026594606924,6.05941758152032e-07,549.759543335077,0.000339097620352443,4.15945953048229e-08,-1109.97107077313
"148",50,1,0.0756403446594124,2.00909459657523e-07,387.562405368689,0.000342068085703436,4.57050448404428e-06,-1090.49657620241
"149",50,2,0.0756403446594124,2.00909459657523e-07,387.562405368689,0.000342068085703436,4.57050448404428e-06,-1090.49657620242
"150",50,3,0.0756403446594124,2.00909459657523e-07,387.562405368689,0.000342068085703436,4.57050448404428e-06,-1090.49657620241
"151",51,1,0.0476184028000793,2.14508198232598e-07,4372.80352906125,0.00377173965908393,0.252916104495918,-1103.25556075473
"152",51,2,0.047609676781398,4.56387511661576e-07,4398.82454913632,0.00377498993895045,0.252913755879661,-1103.25553370289
"153",51,3,0.047609676781398,4.56387511661576e-07,4398.82454913632,0.00377498993895045,0.252913755879661,-1103.25553370292
"154",52,1,0.0663787885397363,4.01708704663132e-06,424.598615829349,0.00033647830730683,1.68853525878798e-07,-1120.31579535157
"155",52,2,0.0663787885397363,4.01708704663132e-06,424.598615829349,0.00033647830730683,1.68853525878798e-07,-1120.31579535159
"156",52,3,0.0663787885397363,4.01708704663132e-06,424.598615829349,0.00033647830730683,1.68853525878798e-07,-1120.31579535159
"157",53,1,0.0838570152591928,4.99719714178799e-06,493.326183654,0.000350887983754961,1.62433353536707e-05,-1039.4841780692
"158",53,2,0.0838570152591928,4.99719714178799e-06,498.038047470277,0.000347205187682931,1.67421114685499e-06,-1039.48282437595
"159",53,3,0.0836676802328772,2.97050978610591e-09,498.038047470277,0.000347205187682931,1.67421114685499e-06,-1039.47966858744
"160",54,1,0.0692767432650491,1.16414035285372e-05,380.586183126784,0.000340156392036351,2.51219888925353e-06,-1123.48519124738
"161",54,2,0.068621618736345,3.2564770976592e-06,385.075612703261,0.000339046813450865,7.5309210559302e-06,-1123.47508709885
"162",54,3,0.068621618736345,3.2564770976592e-06,385.075612703261,0.000339046813450865,7.5309210559302e-06,-1123.47508709885
"163",55,1,0.0609704559344338,0.0925646984061136,Inf,0.0779041658011011,0.497917953111744,-823.652869084986
"164",55,2,0.0610138316068606,0.0926635039787205,Inf,0.077984958168883,0.498740743754724,-823.652446037325
"165",55,3,0.0610674833598629,0.0927260271434109,Inf,0.078030511320112,0.499431600401435,-823.652199220089
"166",56,1,0.0678532816575058,1.11108649637367e-05,405.032301315336,0.000348927572737919,9.14873845752202e-06,-1115.9549374765
"167",56,2,0.0678930937912185,3.78653710159706e-06,405.032301315336,0.000348927572737919,9.14873845752202e-06,-1115.95253285388
"168",56,3,0.0678591280086674,8.56835997955427e-07,405.032301315336,0.000348927572737919,9.14873845752202e-06,-1115.95137262191
"169",57,1,0.0705937729913015,1.41996380163496e-06,529.746793652673,0.0003428407982391,1.56297044196823e-06,-1078.56352685695
"170",57,2,0.0705937729913015,1.41996380163496e-06,529.746793652673,0.0003428407982391,1.56297044196823e-06,-1078.56352685649
"171",57,3,0.0705937729913014,1.41996380163496e-06,529.746793652673,0.0003428407982391,1.56297044196823e-06,-1078.56352685701
"172",58,1,0.0773534707567647,5.48732065017873e-06,418.956669924541,0.000339749794868623,3.28031047816656e-06,-1075.58090203518
"173",58,2,0.0773534707567647,5.48732065017873e-06,418.956669924541,0.000339749794868623,3.28031047816656e-06,-1075.58090203518
"174",58,3,0.0773534707567647,5.48732065017873e-06,418.956669924541,0.000339749794868623,3.28031047816656e-06,-1075.58090203518
"175",59,1,0.0798843945939831,3.40967207656491e-06,383.534866088621,0.000350170147336637,4.20379844441277e-06,-1076.01848923428
"176",59,2,0.0798843945939831,3.40967207656491e-06,383.534866088621,0.000350170147336637,4.20379844441277e-06,-1076.01848923429
"177",59,3,0.0798843945939831,3.40967207656491e-06,383.534866088621,0.000350170147336637,4.20379844441277e-06,-1076.01848923428
"178",60,1,0.0746069710668027,3.67685313241541e-08,470.821800735932,0.00034187717497189,4.50695760295428e-06,-1078.31211749804
"179",60,2,0.0746069710668027,3.67685313241541e-08,470.821800735932,0.00034187717497189,4.50695760295428e-06,-1078.31211749804
"180",60,3,0.0746069710668027,3.67685313241541e-08,470.821800735932,0.00034187717497189,4.50695760295428e-06,-1078.31211749804
"181",61,1,0.0636853551079926,0.0988176950245677,Inf,0.0836186135136443,0.477228293407688,-798.137410925888
"182",61,2,0.0637594796723419,0.0989867815148548,Inf,0.0838496081539111,0.477420780723965,-798.136341364963
"183",61,3,0.0638390501400754,0.0990669909742937,Inf,0.0838496081539111,0.477693677642327,-798.136161955747
"184",62,1,0.0740820859674685,2.25086758115561e-06,529.168819114572,0.000343811365571688,5.57963770366982e-08,-1062.86605697109
"185",62,2,0.0739633889992283,4.10083904674298e-08,529.168819114572,0.000343811365571688,5.57963770366982e-08,-1062.86488153393
"186",62,3,0.0739633889992283,4.10083904674298e-08,529.168819114572,0.000343811365571689,5.57963770366982e-08,-1062.86488153388
"187",63,1,0.0648293027387288,1.04219383149504e-05,551.413601091947,0.000342491500735272,4.2589196027816e-07,-1100.0480532814
"188",63,2,0.0646276348506719,1.92337548777837e-07,552.876317963806,0.000341372102068426,1.43562933941794e-07,-1100.04364941786
"189",63,3,0.0646276348506719,1.92337548777837e-07,552.876317963806,0.000341372102068426,1.43562933941794e-07,-1100.04364941787
"190",64,1,0.0683248356908263,6.3110004532319e-06,683.708979512264,0.000335773502399328,4.15901728732698e-08,-1076.97862769056
"191",64,2,0.0683248356908263,6.3110004532319e-06,683.708979512264,0.000335773502399328,4.15901728732698e-08,-1076.97862769048
"192",64,3,0.0683248356908263,6.3110004532319e-06,683.708979512264,0.000335773502399328,4.15901728732698e-08,-1076.97862769058
"193",65,1,0.0650860424839995,2.10577986169289e-05,414.436318233748,0.000342966785366686,4.0454551332338e-06,-1126.21396845249
"194",65,2,0.0638612400018692,2.87834100109446e-06,422.413084310499,0.000338035132865023,1.07372082034518e-07,-1126.16224307931
"195",65,3,0.063800038966291,1.6576323390118e-06,422.413084310499,0.000338035132865023,1.07372082034518e-07,-1126.16147873875
"196",66,1,0.0710068857429175,2.2962502225288e-06,446.106711288639,0.000348091866304018,2.38543141453117e-07,-1089.59185587402
"197",66,2,0.0710068857429175,2.2962502225288e-06,446.106711288639,0.000348091866304018,2.38543141453117e-07,-1089.59185587402
"198",66,3,0.0710068857429175,2.2962502225288e-06,446.106711288639,0.000348091866304018,2.38543141453116e-07,-1089.59185587402
"199",67,1,0.0639472568237436,4.87053780654232e-07,404.585044914047,0.00034204066719192,5.60051809702089e-06,-1127.42572385691
"200",67,2,0.0639472568237436,4.87053780654232e-07,404.585044914047,0.00034204066719192,5.60051809702089e-06,-1127.42572385691
"201",67,3,0.0639472568237436,4.87053780654232e-07,404.585044914047,0.00034204066719192,5.60051809702089e-06,-1127.42572385691
"202",68,1,0.0690012577742677,3.47635273762608e-06,409.454808642531,0.000352513461673575,8.74545955037687e-07,-1112.12464941155
"203",68,2,0.069038644417294,5.4665345146957e-07,409.454808642531,0.000352513461673575,8.74545955037687e-07,-1112.12345516457
"204",68,3,0.069038644417294,5.4665345146957e-07,409.454808642531,0.000352513461673575,8.74545955037687e-07,-1112.12345516455
"205",69,1,0.0770599489423923,3.81503589698018e-06,429.418288717615,0.000344433017669798,2.28002404595308e-07,-1080.91546739161
"206",69,2,0.0767504672050456,3.08416559880115e-08,431.216918406702,0.000339819165520154,1.09137781834009e-05,-1080.91074895695
"207",69,3,0.0766461111357907,3.62179953073156e-08,432.371592320708,0.000342097978063192,2.4049865456997e-06,-1080.90895248941
"208",70,1,0.071107573294316,4.60986724798719e-06,460.546830457478,0.000342138491632783,3.28131221410202e-05,-1089.29569183556
"209",70,2,0.0710734027255532,1.68016132014643e-06,460.546830457478,0.000342138491632783,3.28131221410202e-05,-1089.29463053315
"210",70,3,0.0710734027255532,1.68016132014643e-06,460.546830457478,0.000342138491632783,3.28131221410202e-05,-1089.29463053316
"211",71,1,0.0704522596794363,2.82853091273471e-07,508.10319766447,0.000347826015980241,1.54692321753351e-07,-1088.46658305873
"212",71,2,0.0704522596794363,2.82853091273471e-07,508.10319766447,0.000347826015980241,1.54692321753351e-07,-1088.46658305868
"213",71,3,0.0704522596794363,2.82853091273472e-07,508.10319766447,0.000347826015980241,1.54692321753351e-07,-1088.46658305871
"214",72,1,0.064140265529429,7.62993055659571e-08,979.780968781266,0.00034166764603459,1.96984108243186e-05,-1077.98124482925
"215",72,2,0.0640866306686771,1.00589435148379e-06,979.780968781266,0.00034166764603459,1.96984108243186e-05,-1077.98121831283
"216",72,3,0.0640866306686771,1.00589435148379e-06,979.780968781266,0.00034166764603459,1.96984108243186e-05,-1077.98121831291
"217",73,1,0.0716681027936994,2.12484683135987e-07,368.664589226652,0.000342330675213901,3.38276547870389e-06,-1118.73089232398
"218",73,2,0.0716681027936994,2.12484683135987e-07,368.664589226652,0.000342330675213901,3.38276547870389e-06,-1118.73089232398
"219",73,3,0.0716681027936994,2.12484683135987e-07,368.664589226652,0.000342330675213901,3.38276547870389e-06,-1118.73089232398
"220",74,1,0.0616594436355743,4.62140424506162e-07,590.052769026518,0.000338923935834852,1.14706129247614e-06,-1106.59878892449
"221",74,2,0.0616594436355743,4.62140424506162e-07,590.052769026518,0.000338923935834852,1.14706129247614e-06,-1106.59878892435
"222",74,3,0.0616594436355743,4.62140424506162e-07,590.052769026518,0.000338923935834852,1.14706129247614e-06,-1106.59878892359
"223",75,1,0.0758815700148756,2.86975532765086e-09,630.613724561234,0.000338709423871747,3.15933342807946e-05,-1049.10539143285
"224",75,2,0.0758027188267999,6.34202554992979e-07,630.613724561234,0.000338709423871747,3.15933342807946e-05,-1049.10537318222
